Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response,Consumer disputed
1327963,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,75070,Postal mail,04/13/2015,04/15/2015,"AmerAssist A/R Solutions, Inc.",In progress,Yes,
1327888,Payday loan,,Can't contact lender,,NY,11003,Phone,04/13/2015,04/14/2015,"Enova International, Inc.",Closed with explanation,Yes,
1328064,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11563,Web,04/13/2015,04/13/2015,TransUnion,Closed with explanation,Yes,
1328011,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,PA,19046,Web,04/13/2015,04/13/2015,BNY Mellon,Closed with explanation,Yes,
1328063,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11563,Web,04/13/2015,04/13/2015,Equifax,In progress,Yes,
1328053,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,GA,30127,Phone,04/13/2015,04/15/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1328418,Bank account or service,Other bank product/service,"Account opening, closing, or management",,AL,36854,Web,04/13/2015,04/13/2015,Navy FCU,In progress,Yes,
1328359,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,92688,Web,04/13/2015,04/13/2015,"CMRE Financial Services, Inc.",In progress,Yes,
1328191,Debt collection,,False statements or representation,Attempted to collect wrong amount,GA,31410,Web,04/13/2015,04/13/2015,"Choice Recovery, Inc.",In progress,Yes,
1328176,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MD,20850,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,Yes
1328134,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,WA,98335,Web,04/13/2015,04/13/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1328101,Credit reporting,,Incorrect information on credit report,Account terms,MO,64119,Web,04/13/2015,04/13/2015,TransUnion,Closed with explanation,Yes,
1328118,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,19106,Web,04/13/2015,04/13/2015,Ocwen,Closed with explanation,Yes,
1328342,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,CA,95127,Web,04/13/2015,04/13/2015,"Capital Accounts, LLC",In progress,Yes,
1328249,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29673,Web,04/13/2015,04/13/2015,"FactorTrust, Inc.",Closed with explanation,Yes,
1328220,Credit card,,Billing disputes,,GA,30213,Web,04/13/2015,04/13/2015,JPMorgan Chase,Closed with explanation,Yes,
1328202,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,DC,20030,Web,04/13/2015,04/13/2015,Transworld Systems Inc.,In progress,Yes,
1328318,Credit reporting,,Incorrect information on credit report,Public record,VA,22182,Web,04/13/2015,04/13/2015,Experian,Closed with explanation,Yes,
1328264,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,FL,33155,Web,04/13/2015,04/13/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,Yes
1328289,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,90045,Web,04/13/2015,04/13/2015,Arbor Residential Mortgage LLC,In progress,Yes,
1328272,Credit card,,Other,,NJ,07407,Web,04/13/2015,04/13/2015,GE Capital Retail,Closed with monetary relief,Yes,
1328412,Credit reporting,,Incorrect information on credit report,Account status,CA,93552,Web,04/13/2015,04/13/2015,Experian,In progress,Yes,
1328395,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75249,Web,04/13/2015,04/15/2015,TransUnion,Closed with non-monetary relief,Yes,
1328378,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,08015,Referral,04/13/2015,04/16/2015,TD Bank,Closed with explanation,Yes,Yes
1326869,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92591,Web,04/13/2015,04/13/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1326562,Credit reporting,,Incorrect information on credit report,Personal information,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1329070,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CT,06082,Web,04/13/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1329054,Credit reporting,,Incorrect information on credit report,Account status,FL,33615,Web,04/13/2015,04/14/2015,Experian,Closed with explanation,Yes,
1326561,Credit reporting,,Incorrect information on credit report,Personal information,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326556,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326543,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30093,Web,04/13/2015,04/15/2015,"Aspen National Financial, Inc.",Closed with monetary relief,Yes,
1329091,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,NY,11412,Web,04/13/2015,04/14/2015,Equifax,Closed with explanation,Yes,Yes
1326631,Consumer loan,Vehicle loan,Shopping for a loan or lease,,GA,31024,Web,04/13/2015,04/15/2015,"BlueYield, Inc.",Closed with explanation,Yes,
1326573,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326815,Bank account or service,Checking account,"Account opening, closing, or management",,TX,77345,Web,04/13/2015,04/13/2015,Wells Fargo,Closed with explanation,Yes,
1326570,Credit reporting,,Incorrect information on credit report,Personal information,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326567,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326566,Credit reporting,,Incorrect information on credit report,Personal information,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326629,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,FL,33706,Web,04/13/2015,04/13/2015,Equifax,In progress,Yes,
1326589,Credit reporting,,Incorrect information on credit report,Account status,GA,30093,Web,04/13/2015,04/13/2015,Experian,In progress,Yes,
1326583,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20876,Web,04/13/2015,04/13/2015,Bank of America,In progress,Yes,
1326581,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,ND,58501,Web,04/13/2015,04/13/2015,AAA Collections,Closed with explanation,Yes,
1326590,Consumer loan,Installment loan,Problems when you are unable to pay,,OK,74133,Web,04/13/2015,04/15/2015,"USA Discounters, Ltd.",Closed with non-monetary relief,Yes,Yes
1326612,Credit reporting,,Incorrect information on credit report,Information is not mine,MA,02168,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1326608,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NJ,08872,Web,04/13/2015,04/13/2015,The TRAF Group,Closed with explanation,Yes,
1326714,Credit reporting,,Incorrect information on credit report,Account status,CA,92657,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1326812,Mortgage,FHA mortgage,Settlement process and costs,,HI,96789,Web,04/13/2015,04/13/2015,Bank of America,In progress,Yes,
1326663,Credit reporting,,Incorrect information on credit report,Account status,NY,13901,Postal mail,04/13/2015,04/15/2015,Equifax,In progress,Yes,
1326634,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33114,Web,04/13/2015,04/13/2015,Bank of America,In progress,Yes,
1326633,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,34953,Web,04/13/2015,04/13/2015,"Maury Cobb, Attorney at Law, LLC",In progress,Yes,
1326699,Credit reporting,,Incorrect information on credit report,Public record,TX,76013,Web,04/13/2015,04/13/2015,Experian,In progress,Yes,
1326682,Credit reporting,,Incorrect information on credit report,Account status,CA,92505,Postal mail,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326676,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,CA,92626,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1326696,Debt collection,,Disclosure verification of debt,Not disclosed as an attempt to collect,FL,33414,Web,04/13/2015,04/16/2015,"Dynamic Recovery Solutions, LLC",Closed,Yes,
1326683,Credit reporting,,Incorrect information on credit report,Account status,CA,92505,Postal mail,04/13/2015,04/15/2015,TransUnion,Closed with explanation,Yes,
1326692,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,11596,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1326807,Credit reporting,,Incorrect information on credit report,Account status,CA,95476,Fax,04/13/2015,04/15/2015,TransUnion,Closed with explanation,Yes,
1326725,Credit reporting,,Incorrect information on credit report,Account status,PR,00622,Postal mail,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326722,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91776,Web,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326721,Debt collection,Credit card,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,NY,13126,Web,04/13/2015,04/13/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1326806,Credit reporting,,Incorrect information on credit report,Account status,CA,95476,Fax,04/13/2015,04/15/2015,Equifax,In progress,Yes,
1326761,Credit reporting,,Incorrect information on credit report,Information is not mine,AL,36853,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,Yes
1326746,Credit reporting,,Incorrect information on credit report,Account status,NY,11720,Postal mail,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326772,Credit reporting,,Incorrect information on credit report,Account status,CA,90241,Web,04/13/2015,04/13/2015,Equifax,In progress,Yes,
1326858,Credit reporting,,Incorrect information on credit report,Personal information,CA,94519,Web,04/13/2015,04/13/2015,Experian,Closed with non-monetary relief,Yes,
1326840,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,MD,20703,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,Yes
1326836,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,92021,Web,04/13/2015,04/13/2015,"Kimball, Tirey & St. John LLP",Closed with explanation,Yes,
1326832,Credit reporting,,Incorrect information on credit report,Account status,NY,14616,Web,04/13/2015,04/15/2015,Equifax,In progress,Yes,
1326829,Credit reporting,,Incorrect information on credit report,Account status,TX,75238,Web,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326827,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,77020,Web,04/13/2015,04/13/2015,Experian,In progress,Yes,
1326854,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,75248,Phone,04/13/2015,04/14/2015,"Allied Collection Services, Inc. (Nevada)",Closed with explanation,Yes,
1326846,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,FL,32808,Web,04/13/2015,04/15/2015,Solidus Group LLC.,Closed with explanation,Yes,
1326844,Bank account or service,Checking account,Using a debit or ATM card,,VA,22488,Web,04/13/2015,04/13/2015,Wells Fargo,Closed with explanation,Yes,
1326843,Credit reporting,,Incorrect information on credit report,Public record,CA,92586,Web,04/13/2015,04/13/2015,Experian,Closed with explanation,Yes,
1329379,Bank account or service,Savings account,"Account opening, closing, or management",,NY,11385,Web,04/13/2015,04/14/2015,JPMorgan Chase,Closed with explanation,Yes,
1329622,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92131,Web,04/13/2015,04/13/2015,Collection Bureau of America Ltd.,In progress,Yes,
1326339,Credit reporting,,Incorrect information on credit report,Public record,FL,33056,Web,04/12/2015,04/12/2015,Experian,In progress,Yes,
1327051,Credit reporting,,Incorrect information on credit report,Account status,NJ,07461,Web,04/12/2015,04/13/2015,Equifax,In progress,Yes,
1326520,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77449,Web,04/12/2015,04/12/2015,Equifax,Closed with explanation,Yes,
1326394,Payday loan,,Charged fees or interest I didn't expect,,PA,15120,Web,04/12/2015,04/14/2015,"GVA Holdings, LLC",Closed with non-monetary relief,Yes,
1326385,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,TX,78225,Web,04/12/2015,04/12/2015,"Early Warning Services, LLC",Closed with explanation,Yes,Yes
1326384,Credit card,,Billing disputes,,GA,30458,Web,04/12/2015,04/12/2015,Capital One,Closed with explanation,Yes,
1326373,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,76148,Web,04/12/2015,04/12/2015,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1326480,Credit card,,Identity theft / Fraud / Embezzlement,,VA,20148,Web,04/12/2015,04/12/2015,Navy FCU,In progress,Yes,
1326372,Credit reporting,,Incorrect information on credit report,Personal information,TX,76148,Web,04/12/2015,04/12/2015,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1326370,Credit reporting,,Incorrect information on credit report,Personal information,OH,44306,Web,04/12/2015,04/12/2015,Equifax,Closed with explanation,Yes,
1326345,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,91910,Web,04/12/2015,04/12/2015,Equifax,In progress,Yes,
1326341,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33056,Web,04/12/2015,04/12/2015,Equifax,In progress,Yes,
1326369,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PA,19116,Web,04/12/2015,04/12/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1326348,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,GA,30339,Web,04/12/2015,04/12/2015,TransUnion,Closed with explanation,Yes,
1326510,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted me instead of my attorney,KY,40065,Web,04/12/2015,04/12/2015,"ProCollect, Inc",Closed with explanation,Yes,
1326508,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,91342,Web,04/12/2015,04/12/2015,"I.C. System, Inc.",Closed with explanation,Yes,
1326507,Bank account or service,Savings account,Problems caused by my funds being low,,CA,90045,Web,04/12/2015,04/12/2015,Wells Fargo,Closed with explanation,Yes,Yes
1326439,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,MD,21220,Web,04/12/2015,04/12/2015,Wells Fargo,Closed with explanation,Yes,
1326505,Credit reporting,,Incorrect information on credit report,Personal information,FL,32134,Web,04/12/2015,04/12/2015,Equifax,Closed with explanation,Yes,
1326438,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AZ,85226,Web,04/12/2015,04/14/2015,"COLLECTIONS USA, INC.",Closed,Yes,
1326437,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,SC,29154,Web,04/12/2015,04/12/2015,Equifax,Closed with explanation,Yes,
1326494,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,KS,66027,Web,04/12/2015,04/12/2015,"Kansas Counselors of Kansas City, Inc.",Closed with explanation,Yes,Yes
1326447,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,77571,Web,04/12/2015,04/12/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1326441,Credit reporting,,Incorrect information on credit report,Personal information,NJ,08096,Web,04/12/2015,04/12/2015,Experian,Closed with explanation,Yes,
1326455,Credit card,,Other,,AZ,85326,Web,04/12/2015,04/12/2015,Citibank,Closed with non-monetary relief,Yes,
1326493,Credit reporting,,Incorrect information on credit report,Account terms,GA,30281,Web,04/12/2015,04/12/2015,TransUnion,Closed with explanation,Yes,
1326452,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,SC,29651,Web,04/12/2015,04/12/2015,Equifax,Closed with explanation,Yes,
1326450,Credit reporting,,Incorrect information on credit report,Information is not mine,MA,01569,Web,04/12/2015,04/12/2015,Equifax,In progress,Yes,
1326490,Credit reporting,,Incorrect information on credit report,Information is not mine,MI,49332,Web,04/12/2015,04/12/2015,Equifax,Closed with non-monetary relief,Yes,
1326470,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,FL,32547,Web,04/12/2015,04/12/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1326459,Credit card,,Delinquent account,,FL,33810,Web,04/12/2015,04/12/2015,Citibank,Closed with monetary relief,Yes,
1326489,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,FL,32222,Web,04/12/2015,04/12/2015,Experian,In progress,Yes,
1326487,Credit card,,Credit line increase/decrease,,NM,87121,Web,04/12/2015,04/12/2015,Discover,In progress,Yes,
1327042,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,15012,Web,04/12/2015,04/13/2015,JPMorgan Chase,Closed with explanation,Yes,
1327034,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,CA,92570,Web,04/12/2015,04/14/2015,Veripro Solutions Inc.,Closed with explanation,Yes,Yes
1326330,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TN,37416,Web,04/12/2015,04/12/2015,RBS Citizens,Closed with explanation,Yes,
1326525,Credit card,,Closing/Cancelling account,,CO,80126,Web,04/12/2015,04/12/2015,Amex,Closed with explanation,Yes,
1326532,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,CA,92801,Web,04/12/2015,04/13/2015,Equifax,Closed with explanation,Yes,Yes
1326526,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TN,37013,Web,04/12/2015,04/12/2015,"Capio Partners, LLC",Closed with non-monetary relief,Yes,
1326623,Credit card,,Billing disputes,,CO,80238,Web,04/12/2015,04/13/2015,JPMorgan Chase,Closed with explanation,Yes,
1326794,Credit reporting,,Incorrect information on credit report,Account status,CA,91911,Web,04/12/2015,04/13/2015,Experian,Closed with explanation,Yes,
1326860,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,32055,Web,04/12/2015,04/13/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1327026,Credit reporting,,Incorrect information on credit report,Information is not mine,NM,87031,Web,04/12/2015,04/13/2015,TransUnion,Closed with explanation,Yes,
1326316,Money transfers,Domestic (US) money transfer,Fraud or scam,,PA,18703,Web,04/11/2015,04/11/2015,Western Union,Closed with explanation,Yes,
1326313,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,WI,54751,Web,04/11/2015,04/11/2015,Experian,Closed with explanation,Yes,
1326312,Credit reporting,,Incorrect information on credit report,Information is not mine,DC,20011,Web,04/11/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1326309,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,TN,38016,Web,04/11/2015,04/11/2015,Fulton Friedman & Gullace LLP,Closed with explanation,Yes,
1326003,Credit reporting,,Incorrect information on credit report,Account status,FL,33615,Web,04/11/2015,04/11/2015,Equifax,In progress,Yes,
1326320,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,17700,Web,04/11/2015,04/13/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1326001,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,TX,78061,Web,04/11/2015,04/11/2015,Wells Fargo,Closed with explanation,Yes,
1326350,Credit card,,Credit line increase/decrease,,VA,20111,Web,04/11/2015,04/12/2015,Amex,Closed with explanation,Yes,Yes
1326349,Credit reporting,,Incorrect information on credit report,Information is not mine,OR,97229,Web,04/11/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1326416,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IN,46324,Web,04/11/2015,04/12/2015,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,
1326402,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PR,00703,Web,04/11/2015,04/12/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1326399,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OK,73160,Web,04/11/2015,04/12/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1326412,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MA,02648,Web,04/11/2015,04/12/2015,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
1326409,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,94110,Web,04/11/2015,04/12/2015,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1326421,Credit reporting,,Incorrect information on credit report,Account status,WA,98065,Web,04/11/2015,04/15/2015,Equifax,In progress,Yes,
1326429,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,IL,60462,Web,04/11/2015,04/12/2015,"Harris & Harris, Ltd.",Closed with explanation,Yes,
1326303,Credit reporting,,Incorrect information on credit report,Account status,TX,75227,Web,04/11/2015,04/11/2015,Experian,In progress,Yes,
1326296,Credit reporting,,Incorrect information on credit report,Account status,NH,03038,Web,04/11/2015,04/11/2015,TransUnion,Closed with non-monetary relief,Yes,
1326290,Credit reporting,,Incorrect information on credit report,Account status,NH,03038,Web,04/11/2015,04/11/2015,Experian,Closed with explanation,Yes,
1326302,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,FL,33020,Web,04/11/2015,04/11/2015,"Dynamic Recovery Solutions, LLC",Closed,Yes,
1326279,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,34470,Web,04/11/2015,04/11/2015,Equifax,Closed with non-monetary relief,Yes,
1326277,Credit card,,Payoff process,,PA,19462,Web,04/11/2015,04/11/2015,JPMorgan Chase,Closed with explanation,Yes,
1326269,Credit reporting,,Credit monitoring or identity protection,Billing dispute,MO,63131,Web,04/11/2015,04/11/2015,Experian,In progress,Yes,
1326198,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,VA,23608,Web,04/11/2015,04/11/2015,JPMorgan Chase,Closed with explanation,Yes,
1326061,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NC,27215,Web,04/11/2015,04/11/2015,Santander Consumer USA,Closed with explanation,Yes,
1326047,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,11596,Web,04/11/2015,04/11/2015,Experian,In progress,Yes,
1326025,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CA,90813,Web,04/11/2015,04/11/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1326012,Credit reporting,,Incorrect information on credit report,Account status,IN,47401,Web,04/11/2015,04/11/2015,Equifax,Closed with explanation,Yes,
1326029,Credit reporting,,Credit reporting company's investigation,Investigation took too long,OR,97232,Web,04/11/2015,04/14/2015,Equifax,In progress,Yes,
1326043,Credit card,,Closing/Cancelling account,,NJ,08812,Web,04/11/2015,04/11/2015,Capital One,Closed with explanation,Yes,
1326184,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,IL,60051,Web,04/11/2015,04/11/2015,"A/R CONCEPTS, INC.",In progress,Yes,
1326095,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10455,Web,04/11/2015,04/11/2015,Experian,In progress,Yes,
1326063,Credit reporting,,Incorrect information on credit report,Information is not mine,CO,80923,Web,04/11/2015,04/14/2015,"EOS Holdings, Inc.",Closed with explanation,Yes,
1326087,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,OH,43240,Web,04/11/2015,04/11/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,Yes
1326099,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,MI,49508,Web,04/11/2015,04/14/2015,"Enova International, Inc.",Closed with explanation,Yes,Yes
1326098,Credit reporting,,Incorrect information on credit report,Account status,AZ,85206,Web,04/11/2015,04/14/2015,Equifax,Closed with explanation,Yes,Yes
1326183,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,AZ,85142,Web,04/11/2015,04/11/2015,Ocwen,Closed with explanation,Yes,
1326179,Credit reporting,,Incorrect information on credit report,Public record,CA,91316,Web,04/11/2015,04/11/2015,Experian,Closed with explanation,Yes,
1326178,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,NV,,Web,04/11/2015,04/11/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1326167,Debt collection,,Communication tactics,Frequent or repeated calls,PA,18966,Web,04/11/2015,04/14/2015,"Expert Global Solutions, Inc.",In progress,Yes,
1326175,Student loan,Non-federal student loan,Can't repay my loan,,CA,90046,Web,04/11/2015,04/11/2015,Loan To Learn,Closed with explanation,Yes,Yes
1326170,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,75035,Web,04/11/2015,04/11/2015,Equifax,In progress,Yes,
1326268,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32937,Web,04/11/2015,04/11/2015,Equifax,In progress,Yes,
1326261,Credit reporting,,Incorrect information on credit report,Information is not mine,KS,67735,Web,04/11/2015,04/11/2015,Equifax,In progress,Yes,
1326227,Credit card,,Other fee,,NJ,07040,Web,04/11/2015,04/11/2015,Citibank,Closed with monetary relief,Yes,
1326216,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60035,Web,04/11/2015,04/11/2015,Equifax,In progress,Yes,
1326212,Consumer loan,Vehicle lease,Problems when you are unable to pay,,TX,76092,Web,04/11/2015,04/11/2015,Ally Financial Inc.,In progress,Yes,
1326202,Bank account or service,Checking account,Using a debit or ATM card,,ND,58030,Web,04/11/2015,04/11/2015,Wells Fargo,Closed with monetary relief,Yes,
1326207,Bank account or service,Other bank product/service,Deposits and withdrawals,,MN,55007,Web,04/11/2015,04/11/2015,Ally Financial Inc.,In progress,Yes,
1326203,Credit reporting,,Incorrect information on credit report,Information is not mine,NJ,08817,Web,04/11/2015,04/11/2015,Equifax,Closed with explanation,Yes,
1326243,Payday loan,,Charged fees or interest I didn't expect,,MD,20774,Web,04/11/2015,04/11/2015,"Enova International, Inc.",Closed with explanation,Yes,
1326238,Debt collection,Medical,Communication tactics,Threatened to take legal action,PA,18643,Web,04/11/2015,04/11/2015,"Community Health Investment Company, LLC.",Closed with non-monetary relief,Yes,
1326231,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,OK,74133,Web,04/11/2015,04/11/2015,Equifax,Closed with explanation,Yes,
1326230,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,23832,Web,04/11/2015,04/14/2015,"Array Services Group, Inc.",Closed with explanation,Yes,
1326241,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,TX,79606,Web,04/11/2015,04/11/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1324263,Credit reporting,,Incorrect information on credit report,Public record,NJ,07746,Web,04/10/2015,04/10/2015,Equifax,In progress,Yes,
1324259,Credit reporting,,Incorrect information on credit report,Public record,CT,06082,Web,04/10/2015,04/10/2015,Equifax,In progress,Yes,
1324256,Credit card,,Delinquent account,,CO,80021,Web,04/10/2015,04/10/2015,TD Bank,Closed with explanation,Yes,
1324542,Credit card,,Other fee,,CA,93422,Web,04/10/2015,04/10/2015,Citibank,Closed with monetary relief,Yes,
1324428,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,TX,78720,Web,04/10/2015,04/10/2015,Equifax,Closed with explanation,Yes,
1324294,Credit reporting,,Incorrect information on credit report,Account terms,NY,11580,Web,04/10/2015,04/14/2015,Equifax,Closed with non-monetary relief,Yes,
